source_file,chunk_id,text
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00035,"The landlord agrees to give to the tenant, within
35.3 the landlord must not unreasonably refuse 7 days of entering into this agreement, a copy of
permission to a transfer of part of a tenancy the by-laws applying to the residential premises
or a sub-letting of part of the residential if they are premises under the Strata Schemes
premises, and Development Act 2015, the Community Land
35.4 without limiting clause 35.3, the landlord Development Act 1989 or the Community Land
may refuse permission to a transfer of part Management Act 1989.
of the tenancy or to sub-letting part of
the residential premises if the number of MITIGATION OF LOSS
occupants would be more than is permitted
under this agreement or any proposed 40. The rules of law relating to mitigation of loss or
tenant or sub-tenant is listed on a residential damage on breach of a contract apply to a breach
tenancy database or it would result in of this agreement. (For example, if the tenant
overcrowding of the residential premises. breaches this agreement, the landlord will not be
able to claim damages for loss which could have
Note: Clauses 35.3 and 35.4 do not apply to social
been avoided by reasonable effort by the landlord.)"
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00036,"tenancy housing agreements. 36. The landlord agrees not to charge for giving
RENTAL BOND
permission other than for the landlord’s
reasonable expenses in giving permission. (Cross out clauses if no rental bond is payable)
41."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00037,"The landlord agrees that, where the landlord or
CHANGE IN DETAILS OF LANDLORD OR the landlord’s agent applies to the Rental Bond
LANDLORD’S AGENT Board or the Civil and Administrative Tribunal for
payment of the whole or part of the rental bond to
37. The landlord agrees:
the landlord, the landlord or the landlord’s agent
37.1 i f the name and telephone number or contact will provide the tenant with:
details of the landlord change, to give the
41.1 details of the amount claimed, and
tenant notice in writing of the change within
41.2 copies of any quotations, accounts and
14 days, and
receipts that are relevant to the claim, and
37.2 if the address of the landlord changes (and
41.3 a copy of a completed condition report about
the landlord does not have an agent), to give
the residential premises at the end of the
the tenant notice in writing of the change
residential tenancy agreement. within 14 days, and
37.3 i f the name, telephone number or business
address of the landlord’s agent changes or SMOKE ALARMS
the landlord appoints an agent, to give the
42. The landlord agrees to:
tenant notice in writing of the change or the
42.1 ensure that smoke alarms are installed in
agent’s name, telephone number and business
accordance with the Environmental Planning
address, as appropriate, within 14 days, and
and Assessment Act 1979 if that Act requires
Residential tenancy agreement | 19 May 2025 Page 12 of 18
525091_0066TF
them to be installed in the premises and 43.3 to give the landlord written notice, as soon
are functioning in accordance with the as practicable if the tenant will carry out
regulations under that Act, and and has carried out a repair or replacement,
42.2 conduct an annual check of all smoke or engages a person to carry out a repair or
alarms installed on the residential premises replacement, in accordance with clauses 15-17
to ensure that the smoke alarms are of the Residential Tenancies Regulation 2019.
functioning, and Note: Clauses 43.2 and 43.3 do not apply to tenants
42.3 install or replace, or engage a person to under social housing tenancy agreements or tenants
install or replace, all removable batteries in of premises that comprise or include a lot in a strata
all smoke alarms installed on the residential scheme (within the meaning of the Strata Schemes
premises annually, except for smoke alarms Management Act 2015) if the owners corporation is
that have a removable lithium battery, and responsible for the repair and replacement of smoke
alarms in the residential premises."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00038,"42.4 install or replace, or engage a person to
install or replace, a removable lithium battery 44. The landlord and tenant each agree not to remove
in a smoke alarm in the period specified by or interfere with the operation of a smoke alarm
the manufacturer of the smoke alarm, and installed on the residential premises unless they
have a reasonable excuse to do so. 42.5 engage an authorised electrician to repair or
replace a hardwired smoke alarm, and Note: The regulations made under the Environmental
Planning and Assessment Act 1979 provide that it is
42.6 repair or replace, a smoke alarm within 2
an offence to remove or interfere with the operation
business days of becoming aware that the
of a smoke alarm or a heat alarm in particular
smoke alarm is not working, unless the tenant
circumstances. notifies the landlord that the tenant will carry
out the repair to the smoke alarm and the
tenant carries out the repair, and SWIMMING POOLS
42.7 reimburse the tenant for the costs of a
(Cross out this clause if there is no swimming pool)
repair or replacement of a smoke alarm in
45."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00039,"The landlord agrees to ensure that the
accordance with clause 18 of the Residential
requirements of the Swimming Pools Act 1992 have
Tenancies Regulation 2019, that the tenant is
been complied with in respect of the swimming
allowed to carry out. pool on the residential premises. Note 1: Under section 64A of the Residential
( Cross out the following clause if there is no
Tenancies Act 2010, repairs to a smoke alarm (which
swimming pool or the swimming pool is situated
includes a heat alarm) includes maintenance of
on land in a strata scheme (within the meaning of
a smoke alarm in working order by installing or
the Strata Schemes Management Act 2015) or in
replacing a battery in the smoke alarm. a community scheme (within the meaning of the
Note 2: Clauses 42.2-42.7 do not apply to a landlord
Community Land Development Act 1989) and that
of premises that comprise or include a lot in a strata
strata or community scheme comprises more than
scheme (within the meaning of the Strata Schemes
2 lots)
Management Act 2015) if the owners corporation is
46."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00040,"The landlord agrees to ensure that at the time that
responsible for the repair and replacement of smoke
this residential tenancy agreement is entered into:
alarms in the residential premises. 46.1 the swimming pool on the residential
Note 3: A tenant who intends to carry out a repair to
premises is registered under the Swimming
a smoke alarm may do so only in the circumstances
Pools Act 1992 and has a valid certificate
prescribed for a tenant in clause 15 of the
of compliance under that Act or a relevant
Residential Tenancies Regulation 2019.
occupation certificate within the meaning of
Note 4: Section 64A of the Act provides that a
that Act, and
smoke alarm includes a heat alarm. 46.2 a copy of that valid certificate of compliance
43. The tenant agrees:
or relevant occupation certificate is provided
43.1 to notify the landlord if a repair or a to the tenant."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00041,"replacement of a smoke alarm is required,
Note: A swimming pool certificate of compliance is
including replacing a battery in the smoke
valid for 3 years from its date of issue. alarm, and
43.2 that the tenant may only replace a battery in
a battery-operated smoke alarm, or a back-
up battery in a hardwired smoke alarm, if the
smoke alarm has a removable battery or a
removable back-up battery, and
Residential tenancy agreement | 19 May 2025 Page 13 of 18
525091_0066TF
LOOSE-FILL ASBESTOS INSULATION regulations or this agreement, on the other
party by email if the other party has provided
47. The landlord agrees:
express consent, either as part of this
47.1 if, at the time that this residential tenancy agreement or otherwise, that a specified
agreement is entered into, the premises have email address is to be used for the purpose of
been and remain listed on the LFAI Register, serving notices and other documents, and
the tenant has been advised in writing by the
50.2 to notify the other party in writing within
landlord that the premises are listed on that
7 days if the email address specified for
Register, or
electronic service of notices and other
47.2 if, during the tenancy, the premises become documents changes, and
listed on the LFAI Register, to advise the
50.3 that they may withdraw their consent to
tenant in writing, within 14 days of the
the electronic service of notices and other
premises being listed on the Register, that
documents at any time, by notifying the other
the premises are listed on the Register. party in writing, and
50.4 if a notice is given withdrawing consent
COMBUSTIBLE CLADDING to electronic service of notices and other
documents, following the giving of such
48."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00042,"The landlord agrees that if, during the tenancy, the
notice, no further notices or other documents
landlord becomes aware of any of the following
are to be served by email. facts, the landlord will advise the tenant in writing
within 14 days of becoming aware of the fact:
48.1 that the residential premises are part of BREAK FEE FOR FIXED TERM OF NOT MORE
a building in relation to which a notice of THAN 3 YEARS
intention to issue a fire safety order, or a
51. The tenant agrees that, if the tenant ends the
fire safety order, has been issued requiring
residential tenancy agreement before the end of
rectification of the building regarding
the fixed term of the agreement, the tenant must
external combustible cladding,
pay a break fee of the following amount if the
48.2 that the residential premises are part of
fixed term is not more than 3 years:
a building in relation to which a notice
51.1 4 weeks rent if less than 25% of the fixed
of intention to issue a building product
term has expired,
rectification order, or a building product
rectification order, has been issued requiring 51.2 3 weeks rent if 25% or more but less than
rectification of the building regarding 50% of the fixed term has expired,
external combustible cladding, 51.3 2 weeks rent if 50% or more but less than
48.3 that the residential premises are part of a 75% of the fixed term has expired,
building where a development application 51.4 1 week’s rent if 75% or more of the fixed term
or complying development certificate has expired. application has been lodged for rectification T his clause does not apply if the tenant terminates
of the building regarding external a fixed term residential tenancy agreement for a
combustible cladding."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00043,"fixed term of more than 3 years or if the tenant
terminates a residential tenancy agreement early
SIGNIFICANT HEALTH OR SAFETY RISKS for a reason that is permitted under the Residential
Tenancies Act 2010. 49. The landlord agrees that if, during the tenancy,
Note: Permitted reasons for early termination
the landlord becomes aware that the premises are
include destruction of residential premises, breach
subject to a significant health or safety risk, the
of the agreement by the landlord and an offer of
landlord will advise the tenant in writing, within
social housing or a place in an aged care facility, and
14 days of becoming aware, that the premises are
being in circumstances of domestic violence. Section
subject to the significant health or safety risk and
107 of the Residential Tenancies Act 2010 regulates
the nature of the risk."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00044,"the rights of the landlord and tenant under this
clause. ELECTRONIC SERVICE OF NOTICES AND
52. The landlord agrees that the compensation
OTHER DOCUMENTS payable by the tenant for ending the residential
tenancy agreement before the end of the fixed
50. The landlord and the tenant agree:
term of not more than 3 years is limited to the
50.1 to only serve any notices and any other amount specified in clause 51 and any occupation
documents, authorised or required by
fee payable under the Residential Tenancies Act
the Residential Tenancies Act 2010 or the
2010 for goods left on the residential premises."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00045,"Residential tenancy agreement | 19 May 2025 Page 14 of 18
525091_0066TF
Note: Section 107 of the Residential Tenancies Act ADDITIONAL TERMS
2010 also regulates the rights of landlords and
(Additional terms may be included in this agreement if –
tenants for a residential tenancy agreement with a
fixed term of more than 3 years. (a) both the landlord and the tenant agree to the
terms, and
(b) the terms do not conflict with the Residential
LANDLORD’S CONSENT FOR PETS
Tenancies Act 2010, the Residential Tenancies
53. The landlord and the tenant agree – Regulation 2019 or any other Act, and
53.1 the tenant may keep an animal at the (c) the terms do not conflict with the standard
residential premises with the landlord’s terms of this agreement. consent, and
ANY ADDITIONAL TERMS ARE NOT REQUIRED BY
Note: The tenant does not need the landlord’s
LAW AND ARE NEGOTIABLE)."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00046,"consent to keep an assistance animal at the
residential premises. Insert any other agreed additional terms here. Attach a
53.2 an application for consent to keep an animal separate page if necessary. at the premises must be made jointly by all
co-tenants using the Fair Trading approved
form and the landlord must respond in
writing to the application using that form, and
53.3 the landlord may give consent to keep an
animal at the premises subject to reasonable
conditions, which are taken to be terms of
this agreement."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00047,"54. The landlord agrees:
54.1 to respond to an application from the
tenant for consent to keep an animal at
the residential premises within 21 days,
specifying either that consent is given and
any reasonable conditions of the consent or
that consent is refused and the grounds for
refusing, and
54.2 if the landlord does not give a response under
ADDITIONAL TERMS – PETS
clause 54.1 to an application for consent to
keep an animal, the landlord consents to the (Cross out these clauses if not applicable. Clauses
tenant keeping the animal at the premises 57-59 must only be included in this agreement if the
without conditions, and clauses are reasonable conditions for keeping the
54.3 to not refuse to consent to an animal being animal at the residential premises.) kept at the premises except on a ground set
56."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00048,"The landlord agrees the tenant may keep the
out in the Residential Tenancies Act 2010,
following animal at the residential premises:
section 73F, and
54.4 t o not impose an unreasonable condition on a Insert description of animal
consent to keep an animal at the premises, and
Note: The Residential Tenancies Act 2010, section
73E sets out what are reasonable and unreasonable
conditions of a consent to keep an animal at the
residential premises. 54.5 if the landlord consents to the tenant keeping
57. (If the animal will be kept inside at the premises,
an animal at the premises, the consent
and this clause is reasonable for the type of animal
continues while the tenant resides at the
and the premises). The tenant agrees to have the
premises for the lifetime of the animal."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00049,"carpet professionally cleaned, or to pay the cost
of having the carpet professionally cleaned, at the
TERMINATION end of the tenancy if cleaning is required because
the animal has been kept inside at the premises
55. The landlord and the tenant agree to only end
during the tenancy. this agreement in accordance with the Residential
Tenancies Act 2010 and the Residential Tenancies 58. ( If the animal is a mammal and will be kept inside
Regulation 2019. at the premises)."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00050,"The tenant agrees to have
Residential tenancy agreement | 19 May 2025 Page 15 of 18
525091_0066TF
the premises professional fumigated, or to pay 3. Ending this agreement
the cost of having the premises professional
This agreement may be ended by the landlord or the
fumigated, at the end of the tenancy if required
tenant giving written notice of termination. The tenant
because the animal has been kept inside at the
may give notice at any time or on certain grounds. The
premises during the tenancy."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00051,"landlord may only give notice on certain grounds. The
59. (If the animal is a type of animal that is not normally Residential Tenancies Act 2010 sets out the grounds
kept inside). The tenant agrees to take reasonable on which the landlord and the tenant may end this
steps to prevent the animal being inside the agreement."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00052,"The grounds for the landlord ending this
premises. agreement include breach of this agreement by the
tenant, sale of the residential premises requiring
vacant possession, proposed sale of the residential
Notes
premises, significant renovations or repairs to the
residential premises, demolition of the residential
1. Definitions premises, the residential premises ceasing to be used
as rented residential premises or the landlord or the
In this agreement:
landlord’s family moving into the residential premises. • landlord means the person who grants the right to The grounds for the tenant ending this agreement
occupy residential premises under this agreement, include breach by the landlord of information
and includes a successor in title to the residential disclosure provisions under the Act, section 26, breach
premises whose interest is subject to that of the of this agreement by the landlord or the tenant being
tenant and a tenant who has granted the right to in circumstances of domestic violence."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00053,"Further grounds
occupy residential premises to a sub-tenant. are set out in the Act, Parts 5 and 7. • landlord’s agent means a person who acts as the
agent of the landlord and who (whether or not the 4. Notice for ending fixed term agreement
person carries on any other business) carries on
If this agreement is a fixed term agreement, the tenant
business as an agent for: (a) the letting of residential
must give at least 14 days notice to end the agreement."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00054,"premises, or (b) the collection of rents payable for any
Generally, the landlord must give at least 90 days
tenancy of residential premises. notice, or at least 60 days notice if the agreement is for
• LFAI Register means the register of residential
a fixed term of 6 months or less. However, the notice
premises that contain or have contained loosefill
period is different for certain grounds for termination. asbestos insulation that is required to be maintained
under Division 1A of Part 8 of the Home Building Act
1989."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00055,"5. Notice for ending periodic agreement
• rental bond means money paid by the tenant as If this agreement is a periodic agreement, the tenant
security to carry out this agreement. must give at least 21 days notice to end the agreement. • residential premises means any premises or part Generally, the landlord must give at least 90 days
of premises (including any land occupied with the notice."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00056,"However, the notice period is different for
premises) used or intended to be used as a place of certain grounds for termination. residence
• tenancy means the right to occupy residential 6. Warning
premises under this agreement. It is an offence for a person to obtain possession of
• tenant means the person who has the right to occupy
the residential premises without an order of the Civil
residential premises under this agreement, and
and Administrative Tribunal or a judgment or order of a
includes the person to whom such a right passes by
court if the tenant does not willingly move out."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00057,"A court
transfer or operation of the law and a sub-tenant of
can order fines and compensation be paid for such an
the tenant. offence. It is an offence for the landlord, or landlord’s
agent, to give a termination notice on a ground that is
2. Continuation of tenancy (if fixed term
not genuine, to provide false or misleading supporting
agreement)
documents or information with a termination notice
or, if an exclusion period applies, to enter into a new
Once any fixed term of this agreement ends, the
residential tenancy agreement for the residential
agreement continues in force on the same terms as a
premises during the exclusion period."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00058,"periodic agreement unless the agreement is terminated
by the landlord or the tenant in accordance with the
Residential Tenancies Act 2010 (see notes 3 and 4). Residential tenancy agreement | 19 May 2025 Page 16 of 18
525091_0066TF
The landlord and the tenant enter into this agreement and agree to
all its terms
Note: Section 9 of the Electronic Transactions Act 2000 allows for agreements to be signed electronically in NSW if
the parties consent. If an electronic signature is used then it must comply with Division 2 of Part 2 of the Electronic
Transactions Act 2000. SIGNED BY THE LANDLORD/AGENT
Name of landlord/agent:
Signature of landlord/agent:
on the day of 20
LANDLORD INFORMATION STATEMENT
The landlord acknowledges that, at or before the time of signing this residential tenancy agreement, the landlord
has read and understood the contents of the Landlord Information Statement published by NSW Fair Trading that
sets out the landlord’s rights and obligations."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00059,"Signature of landlord/agent:
on the day of 20
SIGNED BY THE TENANT (1)
Name of tenant:
Signature of tenant:
on the day of 20
SIGNED BY THE TENANT (2)
Name of tenant:
Signature of tenant:
on the day of 20
Residential tenancy agreement | 19 May 2025 Page 17 of 18
525091_0066TF
SIGNED BY THE TENANT (3)
Name of tenant:
Signature of tenant:
on the day of 20
SIGNED BY THE TENANT (4)
Name of tenant:
Signature of tenant:
on the day of 20
TENANT INFORMATION STATEMENT
The tenant acknowledges that, at or before the time of signing this residential tenancy agreement, the tenant was
given a copy of the Tenant Information Statement published by NSW Fair Trading. Signature of tenant:
on the day of 20
More information
For information about your rights and obligations as a landlord or tenant, contact:
(a)NSW Fair Trading on 13 32 20 or nsw.gov.au/fair-trading or
(b)Law Access NSW on 1300 888 529 or lawaccess.nsw.gov.au or
(c)your local Tenants Advice and Advocacy Service at tenants.org.au
Residential tenancy agreement | 19 May 2025 Page 18 of 18
NSW Fair Trading
Tenant Information Statement
What you must know before you start renting
Starting a tenancy
Landlords or agents must give tenants this Tenant Information Statement before signing a residential
tenancy agreement. You should read this information statement carefully before you sign a residential tenancy agreement. Ask
questions if there is anything in the agreement that you do not understand."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00060,"Remember, you are entering into a
legal contract with no cooling-off period. You want to be certain you understand and agree to what you are signing. The landlord or agent must:
• ensure the property is vacant, reasonably clean, fit to live in and in good repair at the start of the tenancy
• provide and maintain the property in a reasonable state of repair
• meet health and safety laws (e.g. pool fencing, electrical installations, smoke alarms, window and balcony safety)
• ensure the property is reasonably secure
• respect your privacy and follow entry and notice requirements."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00061,"When renting you must:
• pay the rent on time
• keep the property reasonably clean and undamaged and leave it in the same condition it was in when you
moved in (fair wear and tear excepted)
• not use the property for anything illegal
• follow the terms of the tenancy agreement
• respect your neighbours’ right to peace, comfort and privacy. What you must be told before you sign an agreement
Sometimes a rental property has something in its history that you should know before you sign an agreement. The landlord or agent must tell you if the property is:
• planned to be sold
• subject to court proceedings where the mortgagee is trying to take possession of the property
• in a strata scheme and a strata renewal committee is currently established for the strata scheme. The landlord or agent must tell you if they are aware that the property:
• has been subject to flooding from a natural weather event or bushfire in the last 5 years
• has significant health or safety risks (unless obvious to a reasonable person when the property is inspected)
• has been the scene of a serious violent crime (e.g."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00062,"murder or aggravated assault) in the last 5 years
• is listed on the loose(cid:505)fill asbestos insulation register
• has been used to manufacture or cultivate a prohibited drug or prohibited plant in the last 2 years
• is part of a building where a fire safety or building product rectification order (or a notice of intention to issue
one of these orders) has been issued regarding external combustible cladding
• is part of a building where a development or complying development certificate application for rectification has
been lodged regarding external combustible cladding
• is in a strata scheme where scheduled rectification work or major repairs will be carried out to common property
during the fixed term of the agreement
Tenant Information Statement – What you must know before you start renting (cid:592) (cid:94)ay 2025 Page 1 of 9
525031(cid:509)0066(cid:148)(cid:60)
Page 2 of 9
525031_0066TF
• is affected by zoning or laws that will not allow you to obtain a parking permit, and only paid parking is available
in the area
• is provided with any council waste services that are different to other properties in the council area
• has a driveway or walkway that others can legally use. Penalties apply to landlords or agents if any of the above are not disclosed. What you must be given before you sign an agreement
Before you sign an agreement or move into the property, the landlord or agent must give you:
• a copy of this Tenant Information Statement
• a copy of the proposed tenancy agreement, filled out in the spaces provided
• 2 hard copies, or 1 electronic copy, of the condition report for the property completed by the landlord or agent
• a copy of the by-laws, if the property is in a strata scheme. What you must be given at the time you sign an agreement
At the time you sign the agreement, the landlord or agent must give you:
• for any swimming or spa pools on the property, a valid certificate of compliance or occupation certificate (issued
within the last 3 years)."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00063,"This does not apply if you are renting a property in a strata or community scheme that
has more than 2 lots. Before or at the start of the tenancy
The landlord or agent must give you:
• the key (or other opening device or information) to open any lock or security device for the rented property or
common property, at no cost to you or any tenant named in the agreement. The only costs you can be asked to pay are:
• a holding fee (deposit) of no more than 1 weeks’ rent
• up to 2 weeks’ rent in advance
• up to 4 weeks’ rent for the rental bond
• for agreements of 3 years or more – a fee for registering with NSW Land Registry. The property must (cid:222)e fit to (cid:286)i(cid:374)e in
(cid:148)he property must be reasonably clean, fit to live in and in a reasonable state of repair."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00064,"(cid:148)o be fit to live in, the
property must (at a minimum):
1. be structurally sound
2. have adequate natural or artificial lighting in each room, except storage rooms or garages
3. have adequate ventilation
4. be supplied with electricity or gas, and have enough electricity or gas sockets for lighting, heating and other
appliances
5. have adequate plumbing and drainage
6. have a water connection that can supply hot and cold water for drinking, washing and cleaning
7. have bathroom facilities, including toilet and washing facilities, that allow users privacy. (cid:148)he property could have other issues that may make it unfit for you to live in, even if it meets the above 7 minimum
standards. Before you rent the property, you should tell the landlord or agent to take steps (such as make repairs)
to make sure the property is fit to live in. Residential tenancy agreement
The tenancy agreement is a legal agreement."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00065,"It must include certain terms that cannot be changed or removed. It
may also include additional terms. Verbal agreements are still binding on you and the landlord. Tenant Information Statement – What you must know before you start renting | May 2025
Page 3 of 9
525031_0066TF
Condition report
You should have already received a copy of the condition report, completed by the landlord or agent, before you
signed the agreement."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00066,"This is an important piece of evidence and you should take the time to check the condition
of the property at the start of the tenancy. If you do not complete the report accurately, money could be taken out
of your bond (after you move out) to pay for damage that was already there when you moved in. You must complete and give a copy of the condition report to your landlord or agent within 7 days after moving into
the property. You must also keep a copy of the completed report."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00067,"Rent, receipts and records
Rent is a regular payment you make to the landlord to be able to live in the property. You cannot be asked to pay
more than 2 weeks’ rent in advance. Your landlord or agent cannot demand more rent until it is due. Your landlord or agent can serve you with a 14 days termination notice if you are more than 14 days behind with
the rent."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00068,"Your landlord or agent must:
• give you rent receipts (unless rent is paid into a bank account)
• keep a record of rent you pay
• give you a copy of the rent record within 7 days of your written request for it. Rental bonds
The bond is money you may have to pay at the start of the tenancy as security. It must be in the form of money and
not as a guarantee. Your landlord or agent can only ask for 1 bond for a tenancy agreement."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00069,"The bond cannot be
more than 4 weeks rent. If the landlord agrees, you can pay the bond in instalments. Your landlord or agent must give you the option to pay your bond using Rental Bonds Online (RBO). You can use
(cid:133)(cid:28)O to securely pay your bond direct to (cid:95)(cid:140)(cid:176) (cid:60)air (cid:148)rading using a credit card or (cid:28)(cid:130)(cid:1)(cid:182), without the need to fill out
and sign a bond lodgement form."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00070,"Once registered, you can continue to use your RBO account for future tenancies. If you decide not to use RBO, you can ask your agent or landlord for a paper bond lodgement form for you to sign,
so that it can be lodged with NSW Fair Trading. The landlord must deposit any bond you pay them with NSW Fair
Trading within 10 working days. If the bond is paid to the agent, the agent must deposit the bond with NSW Fair
Trading within 10 working days after the end of the month in which the bond was paid."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00071,"Discrimination when applying for rental property
It is against the law for a landlord or agent to discriminate on the grounds of your race, age, disability, gender,
sexual orientation, marital status or pregnancy. If you feel that a landlord or agent has declined your tenancy application or has treated you less favourably
because of any of those reasons, you can contact the NSW Anti-Discrimination Board on 1800 670 812 or the
(cid:1)ustralian Human (cid:133)ights (cid:29)ommission on 1300 656 419. It is not against the law if a landlord or agent chooses not to have a tenant who smokes, or has a poor tenancy
history or issues with rent payments. Communicating with your landlord or agent
Your landlord must provide you with their name and a way for you to contact them directly, even if your landlord
has an agent."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00072,"This information must be given to you in writing before or when you sign the tenancy agreement, or it can be
included in the agreement you sign. Your landlord must also let you know, in writing, within 14 days of any changes
to their details. Some formal communication between you and the landlord or agent must be in writing to be valid, for example,
termination notices. You can use email to serve notices or other documents but only if the landlord or agent has
given you permission to use their nominated email address for this purpose."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00073,"Tenant Information Statement – What you must know before you start renting | May 2025
Page 4 of 9
525031_0066TF
During the tenancy
Ways you can pay your rent
Your landlord or agent must allow you to pay your rent by:
• Electronic bank transfer (such as a funds transfer or BPAY)
• (cid:29)ommonwealth (cid:61)overnment’s (cid:29)entrepay (this requirement to start later in 2025). You may incur costs from your own bank, but your landlord or agent cannot charge or pass on any additional costs
incurred by them if you pay your rent by one of the above options. You also cannot be required to use a specific
service provider (such as an app) to make your payments. Your landlord or agent can offer other ways for you to pay your rent, but you do not have to agree to these."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00074,"Can rent be increased during the tenancy? (cid:182)our rent cannot be increased in the first 12 months of your tenancy. (cid:1)fter the first year, your landlord or agent
can only increase the rent once in every 12-month period, even if your agreement is renewed or your lease type
changes. This requirement continues even if the agreement is renewed or replaced as long as:
• the landlord and at least one tenant remains the same in both agreements
• the tenant hasn’t moved out between agreements."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00075,"You must be given at least 60 days written notice before your rent can be increased. Paying for electricity, gas and water usage
You may have to pay the cost for certain utilities as set out in the agreement. For example, you will pay for all:
• electricity, non-bottled gas or oil supply charges if the property is separately metered. Some exceptions apply
for electricity or gas
• charges for the supply of bottled gas during the tenancy."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00076,"There are limits on when you need to pay for water usage charges. You can only be asked to pay for water usage
if the property is separately metered (or water is delivered by vehicle) and meets the following water efficiency
measures:
• all showerheads have a maximum flow rate of 9 litres per minute
• all internal cold-water taps and single mixer taps for kitchen sinks or bathroom hand basins have a maximum
flow rate of 9 litres per minute
• any leaking taps or toilets on the property are fixed at the start of the agreement and whenever other water
efficiency measures are installed, repaired or upgraded
• toilets are dual flush and have a minimum 3(cid:505)star (cid:176)(cid:40)(cid:88)(cid:140) rating. Repairs and maintenance
(cid:148)he property must always be fit for you to live in. (cid:148)he landlord is responsible for any repairs or maintenance, so the
property is in a reasonable state of repair."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00077,"They must also ensure the property meets health and safety laws. You are responsible for looking after the property and keeping it clean and undamaged. If the property includes a
yard, lawns and gardens, you must also keep these areas neat and tidy. You need to tell your landlord or the agent of any necessary repairs or damage as soon as possible."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00078,"The landlord
is responsible for arranging and paying for the repair costs unless you caused or allowed the damage. You are not
responsible for any damage caused by a perpetrator of domestic violence during a domestic violence offence. If the repair is an urgent repair e.g. where there is a burst water service, a blocked or broken toilet, a gas leak or
dangerous electrical fault, your landlord or agent should organise these repairs as soon as reasonably possible after
being notified."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00079,"If they do not respond to an urgent repair request, you can arrange the repair yourself and the landlord
must repay you up to a maximum amount of $1,000 within 14 days of you requesting payment in writing. A list of
urgent repairs is available at nsw.gov.au/housing-and-construction/rules/urgent-repairs-residential-rental-properties. Tenant Information Statement – What you must know before you start renting | May 2025
(cid:130)age 5 of 9
525031_0066TF
(cid:182)ou can apply to (cid:95)(cid:140)(cid:176) (cid:60)air (cid:148)rading for a rectification order if your landlord refuses or does not provide and
maintain the property in a reasonable state of repair. Similarly, your landlord can apply to NSW Fair Trading for a
rectification order if you do not repair damage you have caused or allowed."
